label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29
Circle,0.19590873328088138,0.14260424862313142,0.19590873328088138,0.13690007867820617,0.19590873328088138,0.12214791502753745,0.22482297403619225,0.08123524783634933,0.2877655389457124,0.03225806451612908,0.4055861526357201,0.00019669551534229497,0.5692368214004723,0.018686073957513805,0.7541306058221874,0.08988985051140837,0.9016522423288752,0.23544453186467357,0.9891817466561766,0.4535798583792291,0.9614476789929193,0.6750590086546027,0.8442171518489381,0.8389063729346974,0.6410306845003934,0.9472856018882773,0.38001573564122765,1.0,0.16581431943351704,0.9647915027537376,0.05251770259638108,0.8597560975609759,0.0,0.6890243902439027,0.025963808025177098,0.48288749016522453,0.0987411487018097,0.2913060582218724,0.1862706530291112,0.1522423288749016,0.29425649095200646,0.07081038552321015,0.40853658536585424,0.025767112509834725,0.4887883556254921,0.01711250983477577,0.5281274586939421,0.01711250983477577,0.5468135326514558,0.01711250983477577,0.5576317859952794,0.011408339889850514,0.5666797797010231,0.003933910306845007,0.5654996066089696,0.0,0.5546813532651457,0.0,0.5438630999213221,0.0
Circle,0.580550853977535,0.08478227419603016,0.590244653023542,0.0821664871518695,0.633482074165256,0.07585782428065857,0.6979535313125094,0.07585782428065857,0.8070472380366213,0.11940298507462688,0.9293737498076629,0.2714263732881982,1.0,0.5282351130943224,0.9216802585013079,0.7565779350669335,0.6910293891367902,0.9067548853669795,0.31281735651638737,0.9442991229419913,0.06770272349592238,0.8341283274349901,0.0,0.5920910909370669,0.07785813202031089,0.3406677950453916,0.22049546084012905,0.14417602708108945,0.40344668410524726,0.040006154793044986,0.565933220495461,0.0018464379135251336,0.6453300507770426,0.0,0.6784120633943685,0.0,0.6990306200953993,0.0,0.7099553777504232,0.005077704262194197,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595,0.7099553777504232,0.008924449915371595
Circle,0.682470455824423,0.07751828925154755,0.6783905458638153,0.07442318514350027,0.6783905458638153,0.07343837929093978,0.6783905458638153,0.06935846933033202,0.6783905458638153,0.06935846933033202,0.6783905458638153,0.06935846933033202,0.6914743950478333,0.06935846933033202,0.7346651660101291,0.07850309510410804,0.8128868880135057,0.12169386606640399,0.8998311761395607,0.22805289814293753,0.9449915588069777,0.3902644907146875,0.952729319077096,0.5862408553742262,0.8498874507597073,0.7967079347214403,0.6959763646595385,0.9334552616769837,0.4255768148564996,1.0,0.20723128868880125,0.9734102419808666,0.06781091727630814,0.8642374788970174,0.0,0.6845807540799101,0.02391671356218344,0.490855374226224,0.09243106359032055,0.31133933595948204,0.20624648283624053,0.17234102419808686,0.3501688238604386,0.07273494653911093,0.5049240292628023,0.019836803601575675,0.6460326392796848,0.0,0.7521102982554865,0.00984805852560493,0.8120427687113111,0.028137310073156993,0.8452447945976362,0.04262802476083287,0.8618458075407989,0.048958919527293185,0.8711311198649407,0.048958919527293185,0.8783061339335958,0.048958919527293185
Circle,0.5071419036176745,0.015485248965425176,0.5071419036176745,0.01348284608196501,0.5071419036176745,0.011480443198504841,0.5071419036176745,0.007742624482712588,0.5071419036176745,0.007742624482712588,0.5071419036176745,0.00547323454812445,0.542918168468829,0.0,0.696969696969697,0.017354158323321302,0.8917367507675878,0.1141369643572286,1.0,0.3317314110265651,0.9203043652382858,0.5708183153117075,0.6760112134561472,0.7392871445734881,0.32211987718595664,0.817647844079562,0.0917100520624748,0.7733279935923107,0.0,0.6104658924042186,0.05353090375116813,0.3990121479108261,0.20824989987985573,0.22507008410092122,0.40822320117474276,0.11560539313843293,0.6255506607929516,0.06728073688426112,0.7527699906554531,0.0619409958617007,0.7858763849953276,0.065812308103057,0.7858763849953276,0.065812308103057,0.7858763849953276,0.065812308103057,0.7858763849953276,0.065812308103057,0.7858763849953276,0.065812308103057,0.7858763849953276,0.065812308103057,0.7802696569216393,0.065812308103057,0.7742624482712588,0.065812308103057,0.7646509144306501,0.065812308103057,0.7626485115471899,0.065812308103057
Circle,0.5555716562816982,0.07143892189537748,0.5555716562816982,0.07143892189537748,0.5555716562816982,0.07143892189537748,0.5555716562816982,0.07143892189537748,0.5555716562816982,0.07143892189537748,0.5567309085639762,0.06723663237211998,0.5754238516157079,0.06723663237211998,0.6464280539052312,0.06723663237211998,0.7543834226923635,0.09317490218808873,0.8847993044486304,0.17461237501811325,0.9630488335023909,0.3161860599913057,1.0,0.5067381538907406,0.9329082741631648,0.6800463700912912,0.8104622518475585,0.7951021591073759,0.6073032893783508,0.8608897261266482,0.38124909433415444,0.8748007535139837,0.19576872916968563,0.8285755687581512,0.07433705260107237,0.74235618026373,0.00782495290537602,0.6107810462251849,0.0,0.4605129691349081,0.04723953050282567,0.3157513403854513,0.13273438632082316,0.19374003767569903,0.24648601651934493,0.10447761194029843,0.3803796551224463,0.044776119402985044,0.5094913780611505,0.0130415881756267,0.6183161860599912,0.0,0.6907694537023621,0.004347196058542274,0.7197507607593103,0.011302709752209827,0.734965946964208,0.012606868569772497,0.7446746848282857,0.012606868569772497
Circle,0.7486025903203817,0.08616223585548742,0.7486025903203817,0.0823449216087253,0.7486025903203817,0.07852760736196322,0.7525562372188138,0.0747102931152011,0.7559645535105658,0.07430129516019089,0.7565098841172461,0.07430129516019089,0.7565098841172461,0.07430129516019089,0.7565098841172461,0.07430129516019089,0.7565098841172461,0.07430129516019089,0.7565098841172461,0.07430129516019089,0.7565098841172461,0.07430129516019089,0.7589638718473075,0.07430129516019089,0.7783231083844581,0.07661895023858213,0.8599863667348329,0.11152010906612128,0.9627811860940696,0.2299931833674165,1.0,0.4494887525562371,0.8594410361281527,0.6826175869120652,0.5978186775732787,0.8013633265167007,0.320109066121336,0.8046353101567825,0.11915473755964552,0.7299250170415813,0.01376959781867778,0.5889570552147237,0.0,0.41799591002044995,0.08684389911383772,0.25385139740967977,0.2091342876618949,0.1277436946148604,0.3847307430129511,0.049761417859577495,0.5596455351056575,0.00599863667348337,0.6997955010224945,0.0,0.810633946830266,0.019768234492160926,0.883844580777096,0.042944785276073656,0.9225630538513974,0.058486707566462195
Circle,0.7157246782316731,0.019026301063234417,0.7116675993284834,0.019026301063234417,0.7116675993284834,0.019026301063234417,0.7116675993284834,0.019026301063234417,0.7116675993284834,0.019026301063234417,0.7129266927811972,0.019026301063234417,0.7368494683827643,0.025181869054280877,0.8108561835478454,0.060996082820369196,0.9199776161163962,0.15109121432568545,1.0,0.3038612199216562,0.9988808058198095,0.5240626748740905,0.8580022383883604,0.7276161163961946,0.5895355344152211,0.838975937325126,0.31645215444879665,0.8496082820369334,0.1229714605484052,0.7523782876329044,0.02098489087856736,0.5937325125909346,0.0,0.4010912143256856,0.04994404029099031,0.23768886401790706,0.15095131505316145,0.1175153889199777,0.29616675993284836,0.040710688304420733,0.44725797425853364,0.0008393956351426575,0.5917739227756015,0.0,0.6818690542809178,0.030498041410184567,0.7284555120313373,0.06491326245103514,0.7565752658086178,0.08268047006155563,0.7707050923335198,0.08393956351426968,0.772523782876329,0.08393956351426968,0.772523782876329,0.07988248461107997,0.772523782876329,0.07988248461107997,0.7765808617795187,0.07988248461107997
Circle,0.728148930551888,0.15236334829680487,0.7215473989965672,0.15236334829680487,0.713229469236863,0.15236334829680487,0.7045154475838395,0.15236334829680487,0.7013467124372854,0.15236334829680487,0.7318457882228676,0.15236334829680487,0.8115922894111434,0.16794296276736206,0.8997887509902298,0.2293372062318458,0.9668603115922892,0.350145233694217,0.9902297332981251,0.5257459730657511,0.9156324267229997,0.7286770530763136,0.7395035648270398,0.8773435437021391,0.45642989173488246,0.9413783997887512,0.21890678637443903,0.89978875099023,0.06601531555320835,0.7911275415896489,0.0,0.6194877211513075,0.014127277528386535,0.4325323475046213,0.07380512278848696,0.27409559017692114,0.1840506997623445,0.15038288883020878,0.34988117243200395,0.06297861103776102,0.5141272775283862,0.016767890150515007,0.6597570636387641,0.0,0.7739635595458146,0.017296012674940575,0.8426194877211513,0.061394243464483765,0.8929231581726961,0.11948772115130715,0.9368893583311328,0.1700554528650646,0.9667282809611828,0.2064959070504357,0.985080538684975,0.2255083179297597,0.9933984684446794,0.23765513599155008,1.0,0.2442566675468709
Circle,0.9651087658841265,0.3411587335774283,0.9598320051690715,0.3411587335774283,0.9588628042214085,0.3411587335774283,0.9588628042214085,0.3411587335774283,0.9612319620934742,0.3411587335774283,0.9651087658841265,0.34848158518199435,0.963816497953909,0.37357312082705135,0.9298944647856989,0.4496015507215162,0.8295283222054706,0.5656902864527243,0.6617488692655609,0.6574413094981693,0.40878742192547907,0.7070859358173595,0.20697824682317448,0.6869480939048028,0.07602842989446484,0.6183502046090891,0.0013999569244024666,0.5030152918371742,0.0,0.36086581951324576,0.06009045875511521,0.22162395003230664,0.1683178979108334,0.10844281714408786,0.3070213224208488,0.03833728192978672,0.45864742623303917,0.0,0.6191040275683826,0.0033383588197286942,0.780206762868835,0.05545983200516918,0.8939263407279776,0.13418048675425387,0.9631703639888005,0.22227008399741563,1.0,0.31197501615334927,0.9908464354942925,0.39511091966401013,0.9435709670471677,0.4688778806805943,0.8802498384665087,0.529291406418264,0.8258668964031874,0.5733362050398448,0.7925909972000861,0.6042429463708808,0.7746069351712254,0.6222270083997414
Circle,0.8110389610389611,0.822987012987013,0.8110389610389611,0.822987012987013,0.8110389610389611,0.822987012987013,0.8110389610389611,0.8196103896103895,0.8072727272727274,0.8154545454545454,0.8035064935064936,0.8154545454545454,0.8035064935064936,0.8154545454545454,0.8035064935064936,0.8240259740259741,0.7632467532467532,0.860909090909091,0.61,0.8948051948051948,0.37051948051948064,0.8872727272727273,0.16272727272727291,0.8015584415584416,0.02909090909090928,0.6472727272727273,0.0,0.44259740259740277,0.07363636363636389,0.23584415584415577,0.21818181818181834,0.08766233766233764,0.4142857142857141,0.005194805194805198,0.6377922077922081,0.0,0.8132467532467534,0.08129870129870131,0.9257142857142859,0.21623376623376622,0.9727272727272728,0.36922077922077917,0.9592207792207792,0.5305194805194804,0.8914285714285716,0.6962337662337661,0.785714285714286,0.818051948051948,0.6663636363636367,0.9003896103896102,0.5574025974025978,0.9611688311688311,0.45350649350649386,0.993246753246753,0.39948051948051955,1.0,0.3815584415584416,1.0,0.377922077922078,1.0
