label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49
Circle,0.5130636325326592,0.01032448377581121,0.5074799831437001,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.01032448377581121,0.502739148756848,0.00526759376316896,0.5033712600084284,0.0,0.5174884112937213,0.0,0.550990307627476,0.0,0.5908133164770333,0.0031605562579014057,0.6506531816266332,0.02233459755583655,0.7128107880320268,0.06552886641382216,0.7629582806573959,0.13274336283185859,0.8010956595027395,0.22397808680994533,0.8272229245680576,0.3392330383480826,0.8290139064475349,0.4702907711757274,0.8007796038769491,0.6088284871470716,0.7375684787189211,0.733565107458913,0.6430678466076698,0.8497682258744206,0.5294985250737465,0.9303624104509061,0.40318162663295365,0.9809313105773282,0.2903497682258741,1.0,0.19553308048883283,0.9849346818373366,0.1187315634218289,0.9398440792246098,0.059945217024863204,0.8702064896755161,0.019174041297935145,0.7888748419721868,0.0,0.6979561736198898,0.0008428150021071392,0.5990307627475768,0.024125579435314185,0.5029498525073742,0.047197640117994225,0.412873999157185,0.0803834808259589,0.3290139064475345,0.13221660345554195,0.25747998314369963,0.20111672987779186,0.19700800674251998,0.27654867256637217,0.14528023598820042,0.3453434471133593,0.10798567214496398,0.4157184997892965,0.07890855457227135,0.4800884955752215,0.05920775389801927,0.5353982300884959,0.04551201011377994,0.5752212389380534,0.03782132321955329,0.6009270965023181,0.03223767383059419,0.6189422671723558,0.026654024441635015,0.6309523809523813,0.025811209439528023,0.6369574378423937,0.025811209439528023
Circle,0.6031834372217275,0.0054541406945681215,0.5980632235084596,0.0054541406945681215,0.5929430097951915,0.0054541406945681215,0.5922751558325913,0.0054541406945681215,0.5922751558325913,0.0054541406945681215,0.5922751558325913,0.0054541406945681215,0.5991763134461264,0.0054541406945681215,0.6156500445235974,0.0054541406945681215,0.6444790739091717,0.008236865538735517,0.6852181656277826,0.020703472840605544,0.7376447016918964,0.04752894033837939,0.8044300979519147,0.08871326803205698,0.8768922528940336,0.14715048975957262,0.9338824577025822,0.2272929652715939,0.9732858414959931,0.32179430097951933,1.0,0.4293187889581479,0.9840828138913623,0.5366206589492433,0.9431211041852183,0.6339047195013359,0.8776714158504006,0.7213935886019592,0.7928539626001777,0.7947462154942121,0.6973508459483523,0.8495102404274266,0.5844835262689224,0.8890249332146039,0.47028049866429184,0.910618878005343,0.3608637577916294,0.9066117542297419,0.26491540516473727,0.8738869100623332,0.18811219946571686,0.8226847729296528,0.12600178094390016,0.7619100623330367,0.07535618878005336,0.6915627782724842,0.03906945681211022,0.6132012466607301,0.01591718610863737,0.5312778272484415,0.0023374888691004023,0.44935440783615305,0.0,0.36743098842386457,0.02114870881567215,0.2859528049866429,0.0569902048085486,0.21426981300089046,0.10284951024042731,0.15260463045414058,0.1582813891362422,0.10051202137132659,0.2146037399821908,0.06233303650934982,0.27092609082813907,0.03450578806767578,0.32357524487978623,0.016251113089937617,0.37143811219946565,0.00422974176313443,0.41451469278717723,0.0,0.4528049866429208,0.0,0.4863089937666965,0.0,0.5130231522707035,0.0,0.5318343722172753,0.0016696349065004534,0.5458593054318789,0.0054541406945681215,0.5550979519145144,0.0054541406945681215,0.5602181656277825,0.0054541406945681215,0.5653383793410507,0.0054541406945681215,0.5704585930543188,0.0054541406945681215
Circle,0.5431839647392173,0.030853185014167277,0.5431839647392173,0.025815930317976677,0.5382516528491973,0.025710987511806064,0.538041767236856,0.025710987511806064,0.538041767236856,0.025710987511806064,0.538041767236856,0.025710987511806064,0.538041767236856,0.025710987511806064,0.5424493650960227,0.025710987511806064,0.5517892748452096,0.025710987511806064,0.574456920978067,0.025710987511806064,0.6119215027809847,0.029803756952460927,0.6601951936194775,0.04281666491761988,0.7183335082380103,0.07734284814775942,0.7938923286808688,0.1327526498058558,0.8561234127400567,0.21156469724000418,0.9008290481687481,0.31147024871445067,0.9238115227201176,0.4311050477489767,0.925490607618848,0.5570364151537414,0.900933990974919,0.6764613285759259,0.8436352188057511,0.7891699024031901,0.7639836289222376,0.8786861160667437,0.6607199076503308,0.9424913422184908,0.5420295938713405,0.9865673208101586,0.4211354811627664,1.0,0.3081120789169906,0.976597754223948,0.21492286703746483,0.9287438346101373,0.14156784552418958,0.8636792947843426,0.08531850141672806,0.7835029908699757,0.04659460593976305,0.6956658621051529,0.020568790009444997,0.6049952775737223,0.004407597859166775,0.5143246930422919,0.0,0.42554307902193317,0.012173365515794047,0.34169377689159414,0.04239689369293735,0.26277678665127524,0.08741735754014092,0.1903662503935354,0.1442963584846261,0.12928953720222483,0.2047434148389127,0.08300975968097399,0.2664497848672476,0.05026760415573509,0.33193409591772505,0.026235701542659275,0.39636897890649586,0.008185538881309724,0.45681603526078307,0.0,0.5155840067163395,0.0,0.5652219540350507,0.0007345996431944381,0.6086682757896947,0.005771854339385038,0.6378423759051319,0.010809109035575637,0.6575716234652116,0.015846363731766164,0.6723685591352715,0.020883618427956763,0.6822331829153112,0.025710987511806064,0.6871654948053312,0.025710987511806064,0.6871654948053312,0.025710987511806064
Circle,0.6747763473707179,0.056949596334278846,0.6698668994108661,0.056949596334278846,0.6649574514510147,0.056949596334278846,0.660048003491163,0.056949596334278846,0.6551385555313113,0.056949596334278846,0.6502291075714598,0.056949596334278846,0.650774601789221,0.056949596334278846,0.65797512546367,0.056949596334278846,0.6715033820641503,0.056949596334278846,0.6939777438359155,0.05836788130045818,0.7263801003709361,0.06524110844425049,0.7716561204451234,0.08106044075932801,0.825550949159939,0.1060440759327952,0.8746454287584553,0.15022910757145974,0.9191577569277767,0.22190704778529355,0.9550512764564695,0.3121317914030112,0.9819986908138775,0.4128300240017458,1.0,0.5224743617717655,0.9863626445559678,0.6382282347807116,0.9327951123718089,0.7512546367008514,0.8473707178703905,0.8455160375300026,0.7396901592843117,0.9130482216888502,0.6207724198123501,0.9626881955051281,0.4967270346934322,0.9918175867335811,0.36548112590006515,0.9853807549639975,0.2623827187431807,0.9461051712851846,0.18274056295003258,0.8880645865153832,0.12120881518655886,0.8206415012000874,0.07756927776565539,0.7404538511891775,0.04505782238708219,0.6569932358716997,0.02149247217979488,0.5705869517783114,0.004363953742089951,0.482216888500982,0.0,0.3979925812786385,0.016364826532838685,0.3210778965742962,0.049421776129173055,0.24983635173467159,0.09589788348243519,0.18677722016146614,0.1551385555313114,0.1288457342352171,0.21896137900938203,0.08466070259655263,0.28758455160375307,0.050076369190486456,0.360680776783766,0.02443814095570587,0.4343224961815407,0.007746017892210255,0.5044730525856427,0.0,0.5670957887846387,0.0012000872790747972,0.6207724198123501,0.008727907484180661,0.6633209687977306,0.01854680340388389,0.69419594152302,0.02836569932358719,0.7161248090770238,0.036875409120663304,0.7299803622081608,0.04178485708051496,0.7393628627536547,0.046257909666157525,0.7442723107135064,0.046257909666157525
Circle,0.8039647577092512,0.020558002936857563,0.812775330396476,0.020558002936857563,0.8252569750367107,0.02422907488986781,0.841409691629956,0.03450807635829667,0.8634361233480177,0.052129221732745944,0.894273127753304,0.07856093979441993,0.932452276064611,0.11600587371512482,0.9632892804698974,0.1644640234948605,0.985315712187959,0.2261380323054332,1.0,0.2951541850220264,0.9926578560939796,0.37151248164464024,0.9640234948604992,0.4552129221732747,0.9170337738619678,0.5433186490455212,0.852422907488987,0.6299559471365639,0.7731277533039649,0.709251101321586,0.6718061674008814,0.7753303964757708,0.5558002936857565,0.8267254038179149,0.44273127753303954,0.8634361233480177,0.3392070484581501,0.8810572687224671,0.24669603524229106,0.878120411160059,0.16666666666666677,0.8516886930983848,0.10499265785609407,0.7812041116005874,0.06534508076358302,0.7063142437591778,0.033039647577092594,0.6277533039647579,0.013950073421439103,0.548458149779736,0.002936857562408286,0.4691629955947138,0.0,0.3913362701908959,0.011747430249632852,0.3179148311306902,0.03817914831130699,0.25183553597650515,0.08223201174743025,0.19456681350954497,0.13362701908957417,0.1446402349486052,0.19236417033773873,0.10205580029368586,0.25624082232011736,0.06681350954478708,0.3223201174743023,0.038913362701909024,0.3876651982378856,0.018355359765051458,0.44933920704845826,0.005139500734214391,0.5066079295154184,0.000734214390602108,0.5565345080763583,0.0,0.5991189427312775,0.002936857562408213,0.6321585903083701,0.007342143906020496,0.655653450807636,0.013215859030836921,0.6725403817914833,0.022026431718061634,0.6857562408223202,0.030837004405286347,0.6901615271659327,0.0352422907488987,0.694566813509545,0.03964757709251106,0.6989720998531572,0.041116005873715125,0.7011747430249634,0.041116005873715125,0.7026431718061672,0.03964757709251106,0.70704845814978,0.035976505139500736,0.7114537444933922,0.035976505139500736
Circle,0.5928039124359573,0.028528178854215186,0.5832557056357709,0.028528178854215186,0.5775500698649279,0.028528178854215186,0.5727759664648349,0.028528178854215186,0.5699813693525851,0.028528178854215186,0.5720773171867726,0.028528178854215186,0.5819748486259898,0.028528178854215186,0.6058453656264556,0.028528178854215186,0.6415929203539824,0.032487191429902265,0.6858407079646022,0.04331625523986963,0.737773637633908,0.06392640894271073,0.7950628784350259,0.09955752212389371,0.8516534699580813,0.15777829529576165,0.8946204005589197,0.2341639496972521,0.933511877037727,0.3268514205868655,0.9591290172333488,0.4254774103400096,0.9738006520726593,0.5257335817419657,0.9705402887750348,0.6298323241732652,0.9299021891010713,0.7430135072193759,0.8582906380996741,0.838495575221239,0.7531439217512812,0.9088262692128551,0.6433395435491384,0.9626222636236613,0.5335351653469959,0.9940614811364695,0.4237307871448533,1.0,0.3143921751280856,0.9828830926874709,0.2093619003260364,0.9399161620866325,0.13448998602701434,0.8754075454122029,0.0763856544014906,0.7984396832789938,0.03609687936655821,0.7123893805309733,0.011993479273404942,0.6216814159292036,0.0,0.5315556590591521,0.004774103400093365,0.4456217978574756,0.01397298556124832,0.36411271541686063,0.037494177922683045,0.28644620400558896,0.07126222636236611,0.21774569166278523,0.11271541686073623,0.16057289240801106,0.16185374941779243,0.11422915696320445,0.21914299021891023,0.07603632976245915,0.28097345132743395,0.051467163483931044,0.34303679552864447,0.031206334420121138,0.40242198416394964,0.01746623195156032,0.45621797857475554,0.009664648346530033,0.5015137401024687,0.004890544946436912,0.534932463903121,0.00011644154634370897,0.5590358639962739,0.0,0.5754541220307408,0.0,0.5869818351187706,0.0,0.594666977177457,0.0,0.5985095482068004,0.0,0.5985095482068004,0.0
Circle,0.5555555555555556,0.026455026455026454,0.551236367562898,0.02213583846236908,0.5502645502645502,0.021164021164021163,0.5502645502645502,0.021164021164021163,0.5516682863621639,0.021164021164021163,0.5559874743548212,0.021164021164021163,0.5603066623474788,0.021164021164021163,0.5684051398337113,0.021164021164021163,0.5798509880142532,0.021164021164021163,0.5964798617859842,0.02483533095777993,0.6206673145448655,0.034337544541626186,0.6552208184861248,0.04729510851959839,0.7066191555987473,0.07288629737609327,0.7681675844941152,0.11823777129899575,0.8238851095993951,0.18367346938775514,0.8662131519274376,0.26789763524457416,0.8957995896771407,0.3682107763740417,0.9173955296404277,0.4805096641831335,0.9206349206349206,0.6001511715797431,0.8855415181945796,0.7183889428787389,0.8190260231076557,0.8211856171039845,0.7309145880574454,0.8987150415721846,0.6142965122556958,0.9548644854767304,0.48947197926789765,0.9904977864161538,0.37047835007018676,1.0,0.26465824425008094,0.9827232480293705,0.17795054529748422,0.9434186372961882,0.11402656300615478,0.8907245437857682,0.06651549508692357,0.8216175359032502,0.029694417449519356,0.7453838678328474,0.008098477486232552,0.6650469711694199,0.0,0.5846020948061763,0.0006478781988984597,0.5081524673361407,0.004967066191556061,0.4390454594536227,0.025267249757045643,0.3699384515711047,0.05895691609977337,0.3038548752834465,0.10193283662671417,0.24522189828312266,0.15160349854227387,0.19447143936939854,0.2078609221466364,0.14717633084980017,0.2683295540438398,0.1083036389158837,0.3322535363351689,0.079796998164345,0.3920742900334736,0.05884893639995681,0.4452003023431593,0.04308390022675743,0.4910916747651441,0.03066623474786742,0.5256451787064034,0.022027858762552595,0.5485368750674874,0.017276751970629504,0.5643019112406865,0.012957563977972127,0.5753158406219631,0.008638375985314752,0.58298239930893,0.004319187992657376,0.5873015873015873,0.0
Circle,0.6088629737609329,0.06285714285714286,0.5983673469387756,0.06285714285714286,0.5926530612244898,0.06285714285714286,0.587405247813411,0.06285714285714286,0.58600583090379,0.06285714285714286,0.5927696793002916,0.05947521865889208,0.6061807580174926,0.05714285714285714,0.6292711370262389,0.05714285714285714,0.6627405247813412,0.059125364431486915,0.7025072886297377,0.06740524781341102,0.750787172011662,0.08524781341107875,0.8044314868804664,0.11440233236151601,0.8669387755102038,0.16723032069970853,0.9089212827988338,0.23545189504373176,0.9411078717201167,0.31836734693877555,0.9593002915451894,0.411195335276968,0.9710787172011662,0.5096209912536444,0.9465889212827986,0.6198250728862974,0.8833819241982506,0.7322448979591837,0.794402332361516,0.8321865889212829,0.690495626822157,0.9109037900874637,0.5802915451895043,0.9673469387755101,0.47008746355685127,1.0,0.3619825072886293,0.9951020408163264,0.2677551020408159,0.957201166180758,0.17854227405247783,0.8942274052478133,0.11440233236151601,0.811195335276968,0.0696209912536444,0.7181341107871722,0.03580174927113668,0.6277551020408162,0.011545189504373152,0.5421574344023322,0.0,0.45819241982507297,0.0027988338192419956,0.37422740524781345,0.02215743440233252,0.29469387755102033,0.05889212827988363,0.2229737609329445,0.10997084548104957,0.15860058309037883,0.1745772594752186,0.10775510204081619,0.248396501457726,0.06647230320699707,0.3271137026239064,0.03498542274052495,0.40583090379008746,0.01376093294460637,0.47521865889212805,0.002099125364431497,0.5308454810495629,0.0,0.5721282798833818,0.00373177842565594,0.6023323615160348,0.01224489795918365,0.6229737609329445,0.019941690962099138,0.6363848396501456,0.0251895043731778,0.6450145772594751,0.02857142857142857,0.6502623906705539,0.02857142857142857,0.6555102040816324,0.02857142857142857,0.6602915451895043,0.02857142857142857,0.6602915451895043,0.02857142857142857
Circle,0.7123228389051174,0.07951963648166181,0.7071297197879476,0.07951963648166181,0.7019366006707781,0.07951963648166181,0.696743481553608,0.07951963648166181,0.6915503624364385,0.07951963648166181,0.6863572433192687,0.07951963648166181,0.6858162934112301,0.07951963648166181,0.6858162934112301,0.07497565725413825,0.6858162934112301,0.07421832738288436,0.6944714919398461,0.06989072811857623,0.7132965487395865,0.0689170182841069,0.7422914638104512,0.0689170182841069,0.7814562371524396,0.0689170182841069,0.8268960294276748,0.08060153629773882,0.8774207508384722,0.11511414043059619,0.921995023260846,0.17505139024126365,0.9563994374120957,0.25684301633668727,0.9840960727036676,0.3555122795629126,1.0,0.46608244076598493,0.9876663420967219,0.5868224602401818,0.9397381802445092,0.711457319052256,0.8501568754733315,0.8179162609542355,0.7323379855025427,0.8967867575462514,0.6077031266904684,0.9530455479822569,0.4830682678783947,0.9781456237152442,0.3584334090663204,0.9625662663637348,0.24872876771610933,0.9112842150816837,0.16953370117927055,0.8366331277723683,0.1094882613869957,0.7512712322838908,0.05885534999459039,0.660824407659851,0.021421616358325173,0.5652926539002487,0.0,0.46857081034296244,0.0021637996321538723,0.37693389592123777,0.02466731580655583,0.29211295034079865,0.065887698799091,0.2174618630314832,0.12236286919831185,0.15449529373580015,0.18987341772151864,0.10537704208590301,0.2599805258033106,0.0664286487071297,0.3378773125608566,0.03765011359948072,0.41469219950232555,0.017959536946878782,0.4854484474737642,0.004327599264308121,0.5443037974683543,0.0,0.5843340906632044,0.0007573298712539005,0.6141945255869307,0.005950448988423676,0.6333441523314942,0.011143568105593452,0.638104511522233,0.01633668722276315,0.638104511522233,0.021529806339932928,0.638104511522233,0.02650654549388727,0.638104511522233,0.02661473547549495,0.638104511522233,0.031807854592664726
Circle,0.5707070707070707,0.005050505050505051,0.5661719233147804,0.005050505050505051,0.5656565656565656,0.005050505050505051,0.5656565656565656,0.005050505050505051,0.5656565656565656,0.005050505050505051,0.5656565656565656,0.0025767882910739935,0.5656565656565656,0.0,0.5656565656565656,0.0,0.5656565656565656,0.0,0.5660688517831374,0.0,0.5706039991754278,0.0,0.5884353741496599,0.0,0.6183261183261182,0.0,0.6602762317048029,0.010204081632653038,0.7142857142857144,0.0295815295815296,0.7803545660688518,0.0617398474541332,0.8529169243454956,0.11183261183261181,0.9187796330653475,0.18202432488146778,0.9661925376211092,0.26984126984126966,1.0,0.36569779426922294,1.0,0.4700061842918984,0.9956709956709955,0.5743145743145743,0.9568130282415998,0.6709956709956709,0.8949701092558233,0.756338899196042,0.8018965161822307,0.8324056895485467,0.683982683982684,0.8958977530406104,0.551741908884766,0.9433106575963719,0.41733663162234574,0.9709338280766853,0.30230880230880247,0.9711399711399711,0.20377241805813223,0.9476396619253763,0.13121005978148836,0.9068233353947639,0.07977736549165115,0.8491032776747061,0.04102246959389803,0.7753040610183467,0.01752216037930327,0.6950113378684809,0.00474129045557624,0.6133786848072563,0.0,0.531746031746032,0.003298289012574838,0.45011337868480755,0.016903731189445364,0.3696145124716554,0.04596990311276014,0.2931354359925788,0.08699237270665874,0.22088229231086362,0.13687899402185105,0.16192537621109065,0.1950113378684806,0.11121418264275412,0.26118326118326124,0.0721500721500721,0.3261183261183263,0.0451453308596165,0.38961038961038946,0.02762317048031337,0.4489795918367348,0.016079158936301796,0.49876314162028473,0.010101010101010102,0.536487322201608,0.011131725417439757,0.5621521335807049,0.016182230467944664,0.5757575757575758,0.025252525252525252
